trip_id,pickup_ts,dropoff_ts,vendor_id,passenger_count,trip_distance,fare_amount,tip_amount,total_amount,pickup_borough,dropoff_borough,payment_type,load_ts
T00007236,2024-02-21 14:48:00,2024-02-21 14:57:00,V001,1,2.44,11.17,0.36,14.13,Manhattan,Manhattan,Cash,2024-02-22 21:05:00
T00007237,2024-05-08 06:24:00,2024-05-08 07:28:00,V004,1,8.00,40.05,8.88,50.54,Manhattan,Queens,Card,2024-05-09 14:32:00
T00007238,2024-06-27 14:46:00,2024-06-27 15:52:00,V002,1,8.70,42.76,9.04,54.23,Brooklyn,Manhattan,Card,2024-06-29 10:36:00
T00007239,2024-01-29 05:50:00,2024-01-29 07:00:00,V001,2,3.37,32.19,4.26,38.56,Staten Island,Bronx,Card,2024-02-01 04:12:00
T00007240,2024-04-26 07:00:00,2024-04-26 08:09:00,V002,1,3.78,32.88,9.06,42.67,Brooklyn,Queens,Card,2024-04-28 13:38:00
T00007241,2024-03-14 09:43:00,2024-03-14 09:59:00,V001,1,8.25,24.37,3.67,29.90,Brooklyn,Queens,Card,2024-03-17 09:23:00
T00007242,2024-06-21 03:23:00,2024-06-21 04:10:00,V004,1,10.21,39.47,10.88,51.38,Manhattan,Manhattan,Card,2024-06-22 11:35:00
T00007243,2024-02-18 00:07:00,2024-02-18 00:23:00,V002,2,4.54,17.33,5.01,24.17,Manhattan,Queens,Card,2024-02-18 22:33:00
T00007244,2024-06-15 20:13:00,2024-06-15 20:30:00,V004,2,0.43,8.15,1.56,12.02,Manhattan,Manhattan,Card,2024-06-16 02:38:00
T00007245,2024-03-08 16:39:00,2024-03-08 17:44:00,V004,4,4.18,32.63,7.86,41.22,Staten Island,Queens,Card,2024-03-10 15:04:00
T00007246,2024-06-14 06:00:00,2024-06-14 06:26:00,V001,1,3.61,18.55,1.89,20.92,Queens,Brooklyn,Card,2024-06-16 04:13:00
T00007247,2024-01-09 07:42:00,2024-01-09 08:52:00,V003,4,6.34,37.26,7.27,46.41,Brooklyn,Queens,Card,2024-01-11 15:18:00
T00007248,2024-04-01 19:12:00,2024-04-01 19:40:00,V004,1,5.15,23.81,6.41,31.77,Brooklyn,Bronx,Card,2024-04-03 21:27:00
T00007249,2024-03-14 02:01:00,2024-03-14 02:35:00,V002,1,3.10,19.61,4.77,26.28,Manhattan,Brooklyn,Card,2024-03-16 03:20:00
T00007250,2024-04-28 13:51:00,2024-04-28 14:49:00,V003,2,1.67,26.48,0.84,27.81,Staten Island,Brooklyn,Cash,2024-04-29 00:41:00
T00007251,2024-06-12 10:27:00,2024-06-12 11:01:00,V003,1,1.68,18.18,1.26,21.11,Bronx,Staten Island,Cash,2024-06-13 22:55:00
T00007252,2024-06-14 09:03:00,2024-06-14 10:13:00,V001,1,11.62,49.43,2.19,52.15,Queens,Queens,Cash,2024-06-16 14:10:00
T00007253,2024-04-15 17:00:00,2024-04-15 18:15:00,V002,3,9.30,47.25,7.74,56.17,Manhattan,Bronx,Card,2024-04-16 18:14:00
T00007254,2024-04-25 06:39:00,2024-04-25 07:28:00,V001,1,7.11,34.80,2.04,37.46,Manhattan,Queens,Cash,2024-04-26 09:33:00
T00007255,2024-04-08 02:21:00,2024-04-08 03:03:00,V003,1,2.90,24.00,4.81,29.68,Manhattan,Staten Island,Card,2024-04-08 09:41:00
T00007256,2024-02-02 06:46:00,2024-02-02 07:01:00,V002,1,4.25,17.89,4.74,23.93,Brooklyn,Manhattan,Card,2024-02-02 14:49:00
T00007257,2024-01-16 11:16:00,2024-01-16 12:24:00,V001,3,2.38,28.94,0.11,29.19,Queens,Queens,Cash,2024-01-17 14:18:00
T00007258,2024-02-02 16:03:00,2024-02-02 16:49:00,V001,1,3.22,24.65,0.82,25.85,Manhattan,Queens,Cash,2024-02-04 01:04:00
T00007259,2024-05-14 22:11:00,2024-05-14 22:21:00,V001,1,4.71,16.12,1.64,18.91,Manhattan,Brooklyn,Card,2024-05-17 22:08:00
T00007260,2024-05-27 09:43:00,2024-05-27 10:00:00,V001,2,1.76,12.73,1.44,16.22,Queens,Manhattan,Card,2024-05-29 06:14:00
T00007261,2024-06-27 08:26:00,2024-06-27 09:28:00,V003,1,2.55,28.44,3.69,32.82,Manhattan,Manhattan,Card,2024-06-29 21:20:00
T00007262,2024-03-25 03:43:00,2024-03-25 04:57:00,V002,2,2.43,31.20,7.59,40.25,Bronx,Brooklyn,Card,2024-03-27 19:41:00
T00007263,2024-06-02 22:46:00,2024-06-02 23:40:00,V002,2,2.28,25.66,2.36,28.89,Manhattan,Bronx,Card,2024-06-04 06:51:00
T00007264,2024-06-01 07:09:00,2024-06-01 07:13:00,V001,4,8.31,20.54,5.18,26.02,Queens,Brooklyn,Card,2024-06-03 00:55:00
T00007265,2024-02-10 23:37:00,2024-02-10 23:52:00,V003,3,2.68,13.10,2.41,17.30,Queens,Brooklyn,Card,2024-02-12 21:25:00
T00007266,2024-04-04 12:41:00,2024-04-04 13:35:00,V003,3,1.16,22.07,0.99,25.13,Brooklyn,Queens,Cash,2024-04-05 10:57:00
T00007267,2024-02-23 10:44:00,2024-02-23 11:30:00,V002,1,3.92,25.16,7.10,34.33,Brooklyn,Bronx,Card,2024-02-23 16:57:00
T00007268,2024-01-21 21:59:00,2024-01-21 22:49:00,V003,1,1.93,24.34,7.24,33.49,Brooklyn,Queens,Card,2024-01-23 03:30:00
T00007269,2024-02-15 02:50:00,2024-02-15 03:54:00,V003,2,5.73,34.78,1.14,38.27,Staten Island,Queens,Cash,2024-02-17 20:51:00
T00007270,2024-06-24 22:20:00,2024-06-24 22:54:00,V003,2,1.83,17.35,0.09,19.67,Bronx,Queens,Cash,2024-06-27 14:56:00
T00007271,2024-06-15 13:11:00,2024-06-15 13:29:00,V003,3,0.80,9.32,0.08,10.56,Bronx,Bronx,Cash,2024-06-18 08:19:00
T00007272,2024-02-01 04:38:00,2024-02-01 05:47:00,V003,1,1.82,28.87,7.55,37.04,Queens,Manhattan,Card,2024-02-02 01:35:00
T00007273,2024-03-22 08:33:00,2024-03-22 09:38:00,V004,6,1.87,26.98,7.41,34.92,Manhattan,Manhattan,Card,2024-03-25 07:22:00
T00007274,2024-06-25 21:55:00,2024-06-25 22:05:00,V003,1,1.19,8.93,1.65,12.37,Queens,Queens,Card,2024-06-27 16:43:00
T00007275,2024-03-25 13:22:00,2024-03-25 13:50:00,V004,1,5.80,23.24,4.79,29.06,Manhattan,Manhattan,Card,2024-03-26 22:20:00
T00007276,2024-05-24 06:38:00,2024-05-24 07:15:00,V003,1,2.83,22.05,3.04,26.02,Manhattan,Queens,Card,2024-05-25 13:23:00
T00007277,2024-06-27 18:04:00,2024-06-27 18:14:00,V001,1,5.84,18.40,3.23,22.66,Manhattan,Manhattan,Card,2024-06-29 12:20:00
T00007278,2024-05-13 02:46:00,2024-05-13 03:40:00,V003,1,9.05,38.36,11.01,50.29,Queens,Manhattan,Card,2024-05-16 02:29:00
T00007279,2024-01-09 00:10:00,2024-01-09 00:36:00,V002,3,4.86,22.61,1.92,25.97,Manhattan,Manhattan,Card,2024-01-10 00:25:00
T00007280,2024-05-04 14:38:00,2024-05-04 15:33:00,V001,1,6.71,34.44,8.62,44.28,Queens,Manhattan,Card,2024-05-05 00:24:00
T00007281,2024-06-23 21:54:00,2024-06-23 23:07:00,V001,3,2.88,31.00,7.74,39.00,Queens,Queens,Card,2024-06-25 20:04:00
T00007282,2024-04-03 11:59:00,2024-04-03 12:49:00,V001,1,6.05,33.00,9.39,44.30,Brooklyn,Queens,Card,2024-04-03 19:14:00
T00007283,2024-03-25 06:31:00,2024-03-25 06:55:00,V004,2,12.96,39.10,2.24,42.74,Brooklyn,Manhattan,Cash,2024-03-26 22:40:00
T00007284,2024-03-15 18:07:00,2024-03-15 18:36:00,V001,2,4.65,21.85,5.85,30.03,Queens,Manhattan,Card,2024-03-17 07:03:00
T00007285,2024-04-23 01:32:00,2024-04-23 01:54:00,V004,1,4.78,19.69,5.18,27.06,Manhattan,Queens,Card,2024-04-23 20:38:00
T00007286,2024-01-24 16:49:00,2024-01-24 17:24:00,V001,1,8.63,32.80,4.00,39.28,Queens,Bronx,Card,2024-01-26 12:28:00
T00007287,2024-04-20 02:27:00,2024-04-20 03:12:00,V001,1,7.01,32.39,5.31,39.79,Bronx,Brooklyn,Card,2024-04-22 17:58:00
T00007288,2024-02-11 06:05:00,2024-02-11 07:01:00,V003,2,3.24,28.11,4.91,35.46,Brooklyn,Queens,Card,2024-02-12 01:38:00
T00007289,2024-04-22 04:43:00,2024-04-22 04:56:00,V001,2,1.87,9.85,1.29,13.56,Manhattan,Manhattan,Card,2024-04-22 15:04:00
T00007290,2024-05-24 03:43:00,2024-05-24 04:32:00,V002,1,1.32,21.66,3.28,27.07,Queens,Brooklyn,Card,2024-05-25 17:53:00
T00007291,2024-01-14 22:06:00,2024-01-14 23:17:00,V002,4,2.34,31.49,8.13,41.93,Brooklyn,Queens,Card,2024-01-15 05:57:00
T00007292,2024-03-12 12:57:00,2024-03-12 14:07:00,V003,2,3.06,32.94,0.62,36.07,Queens,Bronx,Cash,2024-03-14 15:54:00
T00007293,2024-04-19 16:04:00,2024-04-19 17:09:00,V002,2,1.66,26.24,7.82,34.31,Manhattan,Manhattan,Card,2024-04-22 06:30:00
T00007294,2024-03-27 09:12:00,2024-03-27 09:34:00,V003,1,5.87,22.64,5.78,29.30,Brooklyn,Staten Island,Card,2024-03-27 20:37:00
T00007295,2024-01-03 16:07:00,2024-01-03 17:01:00,V002,1,1.72,24.98,3.22,30.59,Bronx,Brooklyn,Card,2024-01-05 23:31:00
T00007296,2024-02-07 05:20:00,2024-02-07 06:04:00,V002,3,7.47,32.99,0.33,34.22,Manhattan,Brooklyn,Cash,2024-02-08 14:22:00
T00007297,2024-06-01 02:45:00,2024-06-01 03:59:00,V003,2,4.88,37.36,11.15,49.53,Bronx,Bronx,Card,2024-06-02 20:47:00
T00007298,2024-01-21 10:17:00,2024-01-21 10:44:00,V001,3,1.84,15.31,3.23,20.02,Brooklyn,Brooklyn,Card,2024-01-23 07:59:00
T00007299,2024-04-11 16:03:00,2024-04-11 16:23:00,V004,1,2.73,14.25,1.24,15.99,Bronx,Manhattan,Card,2024-04-13 10:22:00
T00007300,2024-05-17 09:40:00,2024-05-17 10:22:00,V003,1,1.11,19.54,1.20,21.31,Bronx,Manhattan,Cash,2024-05-20 08:15:00
T00007301,2024-05-01 15:16:00,2024-05-01 16:08:00,V003,2,4.96,30.88,3.41,36.09,Staten Island,Staten Island,Card,2024-05-03 02:33:00
T00007302,2024-05-18 01:48:00,2024-05-18 02:54:00,V001,1,1.67,27.48,5.96,33.62,Manhattan,Brooklyn,Card,2024-05-19 04:11:00
T00007303,2024-04-03 16:57:00,2024-04-03 17:28:00,V002,3,3.92,20.80,3.74,25.19,Bronx,Brooklyn,Card,2024-04-04 20:23:00
T00007304,2024-06-07 22:22:00,2024-06-07 23:08:00,V004,4,1.49,19.44,1.84,22.99,Queens,Manhattan,Card,2024-06-09 21:28:00
T00007305,2024-03-16 16:27:00,2024-03-16 17:39:00,V003,1,1.30,28.38,0.63,29.22,Staten Island,Brooklyn,Cash,2024-03-17 16:21:00
T00007306,2024-06-08 04:09:00,2024-06-08 04:20:00,V002,1,4.87,17.12,2.91,20.74,Queens,Brooklyn,Card,2024-06-09 20:37:00
T00007307,2024-05-02 23:33:00,2024-05-03 00:26:00,V003,2,1.85,23.53,1.64,26.44,Brooklyn,Bronx,Cash,2024-05-05 23:51:00
T00007308,2024-05-07 03:26:00,2024-05-07 04:31:00,V001,2,4.18,32.82,8.32,43.36,Manhattan,Brooklyn,Card,2024-05-08 23:06:00
T00007309,2024-02-08 13:24:00,2024-02-08 13:40:00,V001,2,4.36,16.23,0.46,18.80,Manhattan,Manhattan,Cash,2024-02-08 14:14:00
T00007310,2024-06-25 17:05:00,2024-06-25 18:17:00,V002,2,3.04,31.40,1.34,34.37,Brooklyn,Brooklyn,Cash,2024-06-26 10:06:00
T00007311,2024-05-21 13:07:00,2024-05-21 13:13:00,V001,1,0.91,6.77,1.76,10.83,Manhattan,Brooklyn,Card,2024-05-23 20:46:00
T00007312,2024-02-23 02:56:00,2024-02-23 04:02:00,V002,2,0.31,23.70,3.17,27.86,Manhattan,Manhattan,Card,2024-02-24 11:04:00
T00007313,2024-04-28 18:37:00,2024-04-28 18:48:00,V001,3,4.70,16.60,2.89,20.14,Manhattan,Manhattan,Card,2024-05-01 02:06:00
T00007314,2024-01-05 01:48:00,2024-01-05 01:53:00,V003,3,3.15,11.46,1.60,14.55,Manhattan,Brooklyn,Card,2024-01-05 16:42:00
T00007315,2024-04-28 19:52:00,2024-04-28 20:37:00,V002,2,5.36,28.39,2.49,33.16,Brooklyn,Brooklyn,Card,2024-04-29 12:25:00
T00007316,2024-01-30 09:00:00,2024-01-30 09:10:00,V002,6,6.25,18.37,2.37,23.38,Manhattan,Brooklyn,Card,2024-01-31 11:57:00
T00007317,2024-03-14 17:54:00,2024-03-14 18:42:00,V002,4,7.45,33.37,7.72,42.74,Queens,Manhattan,Card,2024-03-15 21:33:00
T00007318,2024-03-03 07:20:00,2024-03-03 07:25:00,V001,4,2.03,8.09,0.63,9.00,Brooklyn,Staten Island,Other,2024-03-05 22:31:00
T00007319,2024-02-02 20:56:00,2024-02-02 21:55:00,V004,4,5.52,34.20,5.84,41.88,Manhattan,Manhattan,Card,2024-02-05 09:26:00
T00007320,2024-05-16 02:10:00,2024-05-16 02:59:00,V002,2,1.22,22.09,0.58,25.24,Manhattan,Brooklyn,Cash,2024-05-16 21:03:00
T00007321,2024-05-31 02:10:00,2024-05-31 02:49:00,V001,3,1.46,17.14,0.92,18.54,Queens,Manhattan,Cash,2024-06-02 12:31:00
T00007322,2024-06-22 15:15:00,2024-06-22 16:09:00,V002,1,4.92,29.46,4.89,34.79,Queens,Queens,Card,2024-06-23 05:37:00
T00007323,2024-05-05 13:56:00,2024-05-05 14:26:00,V002,2,2.27,18.54,4.69,24.14,Staten Island,Brooklyn,Card,2024-05-07 01:21:00
T00007324,2024-05-08 16:36:00,2024-05-08 16:42:00,V004,1,6.36,17.81,1.72,21.81,Manhattan,Manhattan,Card,2024-05-09 09:02:00
T00007325,2024-02-25 21:54:00,2024-02-25 22:06:00,V003,3,5.35,19.33,1.15,22.89,Brooklyn,Staten Island,Cash,2024-02-26 03:11:00
T00007326,2024-01-08 23:46:00,2024-01-09 00:39:00,V002,1,3.92,27.01,2.45,30.80,Manhattan,Manhattan,Card,2024-01-09 13:14:00
T00007327,2024-01-11 02:56:00,2024-01-11 03:43:00,V002,2,3.50,24.69,2.62,29.26,Staten Island,Staten Island,Card,2024-01-11 13:42:00
T00007328,2024-03-22 13:23:00,2024-03-22 13:54:00,V003,4,5.48,24.40,2.96,29.56,Brooklyn,Brooklyn,Card,2024-03-23 04:22:00
T00007329,2024-01-23 01:24:00,2024-01-23 02:17:00,V002,1,4.97,30.59,2.82,33.56,Manhattan,Bronx,Card,2024-01-23 11:06:00
T00007330,2024-05-14 07:30:00,2024-05-14 07:37:00,V002,2,1.22,7.95,0.40,10.60,Manhattan,Manhattan,Cash,2024-05-14 08:05:00
T00007331,2024-02-01 23:40:00,2024-02-01 23:46:00,V002,4,2.50,9.43,2.57,13.56,Manhattan,Staten Island,Card,2024-02-03 09:05:00
T00007332,2024-05-11 03:58:00,2024-05-11 04:30:00,V001,1,1.51,16.48,2.95,20.11,Queens,Brooklyn,Card,2024-05-11 18:23:00
T00007333,2024-05-30 07:50:00,2024-05-30 08:18:00,V001,1,3.61,19.74,5.09,24.92,Manhattan,Manhattan,Card,2024-05-31 16:56:00
T00007334,2024-01-20 09:44:00,2024-01-20 09:59:00,V002,2,5.09,18.30,3.14,22.22,Queens,Manhattan,Card,2024-01-22 17:01:00
T00007335,2024-01-13 19:35:00,2024-01-13 20:15:00,V002,1,1.69,20.80,2.72,25.98,Manhattan,Brooklyn,Card,2024-01-15 16:24:00
T00007336,2024-06-03 13:45:00,2024-06-03 14:58:00,V002,1,2.76,31.79,5.64,37.92,Manhattan,Brooklyn,Card,2024-06-06 00:09:00
T00007337,2024-02-13 22:06:00,2024-02-13 22:53:00,V001,6,4.69,28.43,4.39,34.14,Manhattan,Brooklyn,Card,2024-02-16 12:05:00
T00007338,2024-06-14 20:06:00,2024-06-14 20:43:00,V002,4,4.46,25.34,7.34,34.00,Queens,Brooklyn,Card,2024-06-15 06:14:00
T00007339,2024-02-26 12:54:00,2024-02-26 13:26:00,V001,2,4.18,22.49,3.05,27.83,Queens,Brooklyn,Card,2024-02-29 03:00:00
T00007340,2024-02-20 06:53:00,2024-02-20 06:57:00,V002,6,3.55,13.04,2.08,15.62,Brooklyn,Manhattan,Card,2024-02-20 22:57:00
T00007341,2024-01-20 17:03:00,2024-01-20 18:10:00,V003,2,4.38,34.15,9.92,46.04,Manhattan,Brooklyn,Card,2024-01-22 14:56:00
T00007342,2024-04-05 00:40:00,2024-04-05 01:49:00,V002,2,4.98,34.97,5.26,40.39,Queens,Bronx,Card,2024-04-06 12:28:00
T00007343,2024-01-06 05:56:00,2024-01-06 06:20:00,V002,2,10.26,30.84,7.89,40.15,Queens,Bronx,Card,2024-01-07 07:20:00
T00007344,2024-03-04 22:43:00,2024-03-04 22:55:00,V004,1,9.00,25.20,2.51,29.38,Brooklyn,Bronx,Card,2024-03-07 22:24:00
T00007345,2024-05-30 06:32:00,2024-05-30 07:47:00,V001,6,3.79,36.06,4.22,42.78,Brooklyn,Brooklyn,Card,2024-05-31 17:12:00
T00007346,2024-02-06 19:34:00,2024-02-06 19:45:00,V001,3,2.26,12.74,3.82,17.25,Queens,Brooklyn,Card,2024-02-07 00:01:00
T00007347,2024-04-22 08:41:00,2024-04-22 09:35:00,V001,2,4.51,30.15,0.11,31.49,Staten Island,Queens,Cash,2024-04-23 12:00:00
T00007348,2024-01-24 06:55:00,2024-01-24 07:01:00,V003,3,6.87,19.75,0.28,21.12,Bronx,Brooklyn,Cash,2024-01-27 05:47:00
T00007349,2024-02-20 17:40:00,2024-02-20 18:42:00,V002,3,0.34,24.03,5.58,31.44,Manhattan,Manhattan,Card,2024-02-22 14:21:00
T00007350,2024-05-23 01:12:00,2024-05-23 01:42:00,V002,1,3.47,19.63,5.80,25.69,Manhattan,Brooklyn,Card,2024-05-23 02:58:00
T00007351,2024-05-09 01:17:00,2024-05-09 01:56:00,V002,4,5.91,27.81,3.25,33.74,Manhattan,Manhattan,Card,2024-05-09 02:58:00
T00007352,2024-01-06 00:37:00,2024-01-06 01:24:00,V002,2,8.77,37.78,3.37,42.33,Queens,Brooklyn,Other,2024-01-06 06:32:00
T00007353,2024-06-06 04:42:00,2024-06-06 05:22:00,V004,2,0.37,17.28,0.27,18.85,Queens,Manhattan,Cash,2024-06-08 10:53:00
T00007354,2024-02-27 23:16:00,2024-02-27 23:46:00,V003,2,4.11,21.70,0.45,22.33,Staten Island,Queens,Cash,2024-02-29 11:27:00
T00007355,2024-05-06 00:24:00,2024-05-06 01:27:00,V001,2,0.54,24.92,2.57,29.64,Bronx,Brooklyn,Card,2024-05-08 21:15:00
T00007356,2024-01-07 07:55:00,2024-01-07 08:39:00,V001,2,6.74,30.87,5.00,36.56,Bronx,Bronx,Card,2024-01-10 02:10:00
T00007357,2024-04-20 09:47:00,2024-04-20 10:50:00,V004,1,4.37,31.71,5.58,39.87,Brooklyn,Manhattan,Card,2024-04-23 07:35:00
T00007358,2024-02-20 23:04:00,2024-02-20 23:49:00,V001,2,1.07,18.87,2.25,21.79,Queens,Manhattan,Card,2024-02-21 14:24:00
T00007359,2024-02-19 05:19:00,2024-02-19 05:36:00,V001,2,2.80,14.98,0.78,16.00,Bronx,Queens,Cash,2024-02-21 21:56:00
T00007360,2024-03-14 20:19:00,2024-03-14 21:03:00,V003,3,5.64,30.40,3.35,34.68,Manhattan,Manhattan,Card,2024-03-17 08:33:00
T00007361,2024-05-07 17:08:00,2024-05-07 18:16:00,V003,1,3.25,31.71,0.56,34.67,Queens,Manhattan,Cash,2024-05-08 15:40:00
T00007362,2024-05-11 22:14:00,2024-05-11 22:39:00,V001,1,2.99,16.96,1.85,20.60,Manhattan,Manhattan,Card,2024-05-13 13:31:00
T00007363,2024-06-01 05:21:00,2024-06-01 06:12:00,V004,1,0.98,21.51,4.87,28.20,Queens,Queens,Card,2024-06-04 00:14:00
T00007364,2024-06-09 12:55:00,2024-06-09 13:04:00,V003,1,3.92,14.61,2.47,17.16,Manhattan,Queens,Card,2024-06-11 00:14:00
T00007365,2024-06-11 02:38:00,2024-06-11 03:42:00,V002,2,2.36,27.42,2.46,30.75,Staten Island,Brooklyn,Card,2024-06-11 20:27:00
T00007366,2024-06-04 19:37:00,2024-06-04 19:42:00,V004,2,4.82,13.81,0.75,16.42,Queens,Manhattan,Cash,2024-06-06 16:12:00
T00007367,2024-05-22 17:22:00,2024-05-22 18:27:00,V004,2,8.20,39.58,11.52,51.96,Brooklyn,Manhattan,Card,2024-05-25 10:56:00
T00007368,2024-05-11 09:05:00,2024-05-11 09:26:00,V003,1,1.63,14.59,0.10,15.29,Staten Island,Manhattan,Cash,2024-05-12 04:00:00
T00007369,2024-04-12 19:44:00,2024-04-12 20:57:00,V001,2,2.18,32.15,8.63,42.22,Queens,Bronx,Card,2024-04-14 11:19:00
T00007370,2024-06-20 06:59:00,2024-06-20 07:36:00,V001,2,14.06,45.71,5.40,52.44,Manhattan,Manhattan,Card,2024-06-23 05:07:00
T00007371,2024-02-22 06:19:00,2024-02-22 07:12:00,V001,1,3.56,26.70,1.13,30.31,Queens,Queens,Other,2024-02-23 16:46:00
T00007372,2024-02-12 01:22:00,2024-02-12 01:32:00,V002,2,1.95,11.02,2.26,15.86,Brooklyn,Manhattan,Card,2024-02-13 16:52:00
T00007373,2024-06-22 00:24:00,2024-06-22 01:18:00,V004,2,2.87,27.68,1.30,30.12,Queens,Queens,Other,2024-06-23 20:32:00
T00007374,2024-02-11 18:22:00,2024-02-11 18:50:00,V003,1,4.26,21.75,4.56,28.50,Bronx,Brooklyn,Card,2024-02-13 10:41:00
T00007375,2024-02-10 15:33:00,2024-02-10 16:10:00,V001,2,7.78,32.31,1.56,34.37,Brooklyn,Queens,Cash,2024-02-11 16:23:00
T00007376,2024-01-03 13:38:00,2024-01-03 13:56:00,V001,2,1.73,11.24,0.78,12.81,Brooklyn,Queens,Cash,2024-01-06 08:40:00
T00007377,2024-04-10 01:52:00,2024-04-10 03:04:00,V003,1,3.85,33.17,0.83,36.71,Manhattan,Staten Island,Cash,2024-04-12 12:02:00
T00007378,2024-02-27 10:52:00,2024-02-27 11:32:00,V001,2,9.93,37.45,5.27,43.87,Bronx,Manhattan,Card,2024-02-27 22:14:00
T00007379,2024-02-11 20:10:00,2024-02-11 20:50:00,V004,2,2.34,21.49,6.07,28.57,Manhattan,Brooklyn,Card,2024-02-12 10:37:00
T00007380,2024-06-26 04:41:00,2024-06-26 05:47:00,V001,2,6.92,39.05,1.53,42.05,Staten Island,Manhattan,Cash,2024-06-27 11:04:00
T00007381,2024-04-23 14:52:00,2024-04-23 15:31:00,V001,2,4.24,25.65,3.48,29.79,Manhattan,Queens,Card,2024-04-24 20:49:00
T00007382,2024-04-27 22:06:00,2024-04-27 23:02:00,V002,1,5.16,31.17,3.75,36.10,Manhattan,Queens,Card,2024-04-28 15:46:00
T00007383,2024-06-06 04:31:00,2024-06-06 04:59:00,V004,3,4.46,22.08,0.02,22.13,Manhattan,Brooklyn,Other,2024-06-09 04:53:00
T00007384,2024-02-15 06:29:00,2024-02-15 06:39:00,V001,2,1.18,8.42,0.26,9.02,Manhattan,Manhattan,Cash,2024-02-16 16:55:00
T00007385,2024-04-29 06:11:00,2024-04-29 06:43:00,V004,6,3.14,18.78,1.98,23.30,Manhattan,Queens,Card,2024-04-29 08:49:00
T00007386,2024-04-17 22:24:00,2024-04-17 22:50:00,V002,2,4.16,20.88,4.73,27.21,Manhattan,Manhattan,Card,2024-04-19 01:15:00
T00007387,2024-01-14 10:03:00,2024-01-14 10:20:00,V001,2,0.79,11.28,2.83,16.11,Manhattan,Queens,Card,2024-01-15 00:46:00
T00007388,2024-05-23 03:04:00,2024-05-23 04:12:00,V002,1,1.68,26.87,7.18,34.66,Brooklyn,Brooklyn,Card,2024-05-25 06:17:00
T00007389,2024-03-06 22:41:00,2024-03-06 22:48:00,V003,1,2.39,8.86,2.31,11.84,Queens,Manhattan,Card,2024-03-09 09:34:00
T00007390,2024-05-22 00:08:00,2024-05-22 00:18:00,V003,3,2.47,10.26,0.65,12.07,Brooklyn,Brooklyn,Cash,2024-05-23 13:48:00
T00007391,2024-02-25 07:51:00,2024-02-25 08:23:00,V002,1,1.32,14.96,0.29,16.27,Brooklyn,Brooklyn,Cash,2024-02-25 23:31:00
T00007392,2024-02-18 22:59:00,2024-02-19 00:09:00,V002,2,7.97,41.76,0.30,44.46,Brooklyn,Manhattan,Cash,2024-02-20 13:06:00
T00007393,2024-03-30 03:40:00,2024-03-30 03:58:00,V002,2,5.11,20.67,5.59,28.03,Brooklyn,Manhattan,Card,2024-03-31 12:53:00
T00007394,2024-04-15 15:07:00,2024-04-15 16:06:00,V002,2,8.69,40.36,4.23,45.91,Manhattan,Staten Island,Card,2024-04-16 19:52:00
T00007395,2024-05-12 07:40:00,2024-05-12 08:31:00,V003,6,6.20,33.19,7.08,41.39,Manhattan,Brooklyn,Card,2024-05-15 04:37:00
T00007396,2024-02-05 14:30:00,2024-02-05 15:13:00,V003,1,2.08,22.28,0.62,25.50,Manhattan,Bronx,Cash,2024-02-06 04:53:00
T00007397,2024-04-16 07:26:00,2024-04-16 08:26:00,V001,1,1.46,26.73,5.58,32.92,Brooklyn,Manhattan,Card,2024-04-17 17:59:00
T00007398,2024-03-07 04:25:00,2024-03-07 04:32:00,V001,1,2.67,10.17,2.79,14.02,Manhattan,Manhattan,Card,2024-03-08 03:25:00
T00007399,2024-03-23 06:18:00,2024-03-23 06:27:00,V002,4,9.34,25.59,6.42,32.04,Queens,Manhattan,Card,2024-03-24 07:19:00
T00007400,2024-02-16 19:57:00,2024-02-16 20:18:00,V002,2,0.78,11.00,0.62,13.90,Brooklyn,Manhattan,Cash,2024-02-17 20:51:00
T00007401,2024-05-23 04:03:00,2024-05-23 04:35:00,V003,3,1.76,15.81,3.02,19.42,Queens,Bronx,Card,2024-05-24 19:25:00
T00007402,2024-02-11 16:01:00,2024-02-11 16:10:00,V001,1,10.62,29.26,2.63,32.78,Queens,Brooklyn,Card,2024-02-13 09:47:00
T00007403,2024-03-02 23:29:00,2024-03-03 00:43:00,V001,3,3.71,33.22,8.07,41.77,Manhattan,Brooklyn,Card,2024-03-05 00:02:00
T00007404,2024-04-16 08:40:00,2024-04-16 09:10:00,V004,2,3.26,18.26,2.18,22.05,Queens,Bronx,Card,2024-04-18 09:59:00
T00007405,2024-04-10 03:13:00,2024-04-10 03:17:00,V001,1,3.57,12.73,1.97,15.80,Queens,Manhattan,Card,2024-04-10 16:45:00
T00007406,2024-05-21 20:56:00,2024-05-21 21:21:00,V004,3,8.23,29.68,8.66,40.45,Brooklyn,Brooklyn,Card,2024-05-24 15:45:00
T00007407,2024-06-12 09:20:00,2024-06-12 09:42:00,V003,1,4.30,18.23,3.11,22.88,Manhattan,Bronx,Card,2024-06-15 01:45:00
T00007408,2024-03-12 11:06:00,2024-03-12 11:26:00,V001,4,5.91,20.54,2.32,24.22,Brooklyn,Brooklyn,Card,2024-03-12 13:10:00
T00007409,2024-05-01 06:25:00,2024-05-01 06:41:00,V001,1,0.34,7.81,1.57,9.42,Brooklyn,Brooklyn,Card,2024-05-01 23:17:00
